instance_id,repo,model,ran,exit_status,api_calls,cost_usd,patch_chars,patch_ok
sympy__sympy-15609,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-15678,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-16106,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-16281,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-16503,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-16792,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-16988,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-17022,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-17139,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-17630,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-17655,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-18057,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-18087,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-18189,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-18199,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-18532,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-18621,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-18698,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-18835,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-19007,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-19254,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-19487,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-20049,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-20154,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-20212,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-20322,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-20442,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-20639,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-21055,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-21171,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-21379,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-21612,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-21614,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-21627,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-21847,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-22005,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-22714,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-22840,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-23117,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-23191,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-23262,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-24066,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-24102,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-24152,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-24213,sympy/sympy,72b,NEVER_RAN,,,,0,False
sympy__sympy-24909,sympy/sympy,72b,NEVER_RAN,,,,0,False
astropy__astropy-14365,astropy/astropy,72b,yes,BadRequestError,32,0.16566731999999998,0,False
django__django-11001,django/django,72b,yes,BadRequestError,44,0.21765724,0,False
django__django-11019,django/django,72b,yes,BadRequestError,5,0.01172496,0,False
django__django-11133,django/django,72b,yes,BadRequestError,48,0.34507536,0,False
django__django-11620,django/django,72b,yes,BadRequestError,28,0.15562059999999997,0,False
django__django-11630,django/django,72b,yes,BadRequestError,33,0.21887424000000003,0,False
django__django-12284,django/django,72b,yes,BadRequestError,41,0.23878435999999997,0,False
django__django-12589,django/django,72b,yes,BadRequestError,20,0.13182104,0,False
django__django-12908,django/django,72b,yes,BadRequestError,24,0.16290764000000002,0,False
django__django-12915,django/django,72b,yes,BadRequestError,41,0.19279360000000004,0,False
django__django-13028,django/django,72b,yes,BadRequestError,26,0.14407383999999998,0,False
django__django-13033,django/django,72b,yes,BadRequestError,39,0.1741448,0,False
django__django-13158,django/django,72b,yes,BadRequestError,26,0.18136988,0,False
django__django-13321,django/django,72b,yes,BadRequestError,29,0.13282080000000002,0,False
django__django-13590,django/django,72b,yes,BadRequestError,36,0.15278696,0,False
django__django-14411,django/django,72b,yes,BadRequestError,26,0.17377652,0,False
django__django-14730,django/django,72b,yes,BadRequestError,47,0.29974359999999994,0,False
django__django-14855,django/django,72b,yes,BadRequestError,39,0.17608975999999996,0,False
django__django-14997,django/django,72b,yes,BadRequestError,70,0.48341500000000004,0,False
django__django-15213,django/django,72b,yes,BadRequestError,54,0.3102937600000001,0,False
django__django-15738,django/django,72b,yes,BadRequestError,45,0.24662364000000006,0,False
django__django-15789,django/django,72b,yes,BadRequestError,76,0.42922048,0,False
django__django-15790,django/django,72b,yes,BadRequestError,33,0.22986772,0,False
django__django-16041,django/django,72b,yes,BadRequestError,32,0.13894727999999998,0,False
django__django-16400,django/django,72b,yes,BadRequestError,42,0.24562467999999998,0,False
django__django-16408,django/django,72b,yes,BadRequestError,32,0.22357251999999994,0,False
django__django-17051,django/django,72b,yes,BadRequestError,23,0.09953051999999998,0,False
mwaskom__seaborn-3010,mwaskom/seaborn,72b,yes,BadRequestError,50,0.32882632,0,False
django__django-12184,django/django,72b,yes,RateLimitError,29,0.15188644,0,False
astropy__astropy-12907,astropy/astropy,72b,yes,RepeatedFormatError,43,0.25453596,0,False
astropy__astropy-14995,astropy/astropy,72b,yes,RepeatedFormatError,64,0.40385799999999994,0,False
django__django-11039,django/django,72b,yes,RepeatedFormatError,11,0.023560519999999998,0,False
django__django-11422,django/django,72b,yes,RepeatedFormatError,15,0.05129983999999999,0,False
django__django-11742,django/django,72b,yes,RepeatedFormatError,33,0.20602784,0,False
django__django-11964,django/django,72b,yes,RepeatedFormatError,47,0.32581711999999996,0,False
django__django-11999,django/django,72b,yes,RepeatedFormatError,14,0.01819692,0,False
django__django-12125,django/django,72b,yes,RepeatedFormatError,15,0.09248327999999999,0,False
django__django-12453,django/django,72b,yes,RepeatedFormatError,65,0.40097167999999994,0,False
django__django-12700,django/django,72b,yes,RepeatedFormatError,72,0.4980457999999999,0,False
django__django-12708,django/django,72b,yes,RepeatedFormatError,20,0.09000419999999999,0,False
django__django-12856,django/django,72b,yes,RepeatedFormatError,9,0.027707039999999995,0,False
django__django-13220,django/django,72b,yes,RepeatedFormatError,16,0.03556804,0,False
django__django-13315,django/django,72b,yes,RepeatedFormatError,35,0.2571136,0,False
django__django-13933,django/django,72b,yes,RepeatedFormatError,63,0.44595940000000006,0,False
django__django-13964,django/django,72b,yes,RepeatedFormatError,45,0.31690492000000003,0,False
django__django-14016,django/django,72b,yes,RepeatedFormatError,47,0.3394138399999999,0,False
django__django-14667,django/django,72b,yes,RepeatedFormatError,19,0.06730552,0,False
django__django-14672,django/django,72b,yes,RepeatedFormatError,22,0.10488499999999999,0,False
django__django-14752,django/django,72b,yes,RepeatedFormatError,9,0.010270719999999999,0,False
django__django-14915,django/django,72b,yes,RepeatedFormatError,35,0.18687668,0,False
django__django-15388,django/django,72b,yes,RepeatedFormatError,15,0.02977356,0,False
django__django-15996,django/django,72b,yes,RepeatedFormatError,19,0.07179268,0,False
django__django-16816,django/django,72b,yes,RepeatedFormatError,26,0.17953800000000003,0,False
mwaskom__seaborn-2848,mwaskom/seaborn,72b,yes,RepeatedFormatError,36,0.22032283999999996,0,False
mwaskom__seaborn-3407,mwaskom/seaborn,72b,yes,RepeatedFormatError,40,0.22715156000000003,0,False
pallets__flask-4045,pallets/flask,72b,yes,RepeatedFormatError,36,0.23461804000000003,0,False
psf__requests-3362,psf/requests,72b,yes,RepeatedFormatError,7,0.02241652,0,False
sympy__sympy-20590,sympy/sympy,72b,yes,RepeatedFormatError,52,0.28280228,0,False
astropy__astropy-14182,astropy/astropy,72b,yes,Submitted,8,0.01076584,934,True
astropy__astropy-6938,astropy/astropy,72b,yes,Submitted,7,0.00579884,514,True
astropy__astropy-7746,astropy/astropy,72b,yes,Submitted,6,0.010583640000000002,957,True
django__django-10914,django/django,72b,yes,Submitted,7,0.01284844,1613,True
django__django-10924,django/django,72b,yes,Submitted,12,0.0296806,767,True
django__django-11049,django/django,72b,yes,Submitted,12,0.02723656,552,True
django__django-11179,django/django,72b,yes,Submitted,7,0.010918440000000001,588,True
django__django-11283,django/django,72b,yes,Submitted,14,0.030813599999999997,0,False
django__django-11564,django/django,72b,yes,Submitted,11,0.017783039999999996,469,True
django__django-11583,django/django,72b,yes,Submitted,14,0.03682788,0,False
django__django-11797,django/django,72b,yes,Submitted,35,0.15757812,0,False
django__django-11815,django/django,72b,yes,Submitted,28,0.16038827999999997,364,True
django__django-11848,django/django,72b,yes,Submitted,12,0.03462596,0,False
django__django-11905,django/django,72b,yes,Submitted,6,0.01005592,581,True
django__django-11910,django/django,72b,yes,Submitted,18,0.07353124,0,False
django__django-12113,django/django,72b,yes,Submitted,9,0.02025244,0,False
django__django-12286,django/django,72b,yes,Submitted,8,0.011499200000000001,690,True
django__django-12308,django/django,72b,yes,Submitted,24,0.07480764000000001,925,True
django__django-12470,django/django,72b,yes,Submitted,35,0.16398484,0,False
django__django-12497,django/django,72b,yes,Submitted,16,0.02483212,1393,True
django__django-12747,django/django,72b,yes,Submitted,7,0.00890204,530,True
django__django-12983,django/django,72b,yes,Submitted,13,0.01621212,523,True
django__django-13230,django/django,72b,yes,Submitted,18,0.027903999999999998,485,True
django__django-13265,django/django,72b,yes,Submitted,31,0.14093,1756,True
django__django-13401,django/django,72b,yes,Submitted,15,0.04635448,0,False
django__django-13447,django/django,72b,yes,Submitted,11,0.02457372,1623,True
django__django-13448,django/django,72b,yes,Submitted,26,0.11350647999999999,2056,True
django__django-13551,django/django,72b,yes,Submitted,3,0.0030191199999999997,758,True
django__django-13658,django/django,72b,yes,Submitted,7,0.007385640000000001,831,True
django__django-13660,django/django,72b,yes,Submitted,19,0.043178760000000004,773,True
django__django-13710,django/django,72b,yes,Submitted,29,0.13733464,95777,True
django__django-13757,django/django,72b,yes,Submitted,7,0.021040839999999998,841,True
django__django-13768,django/django,72b,yes,Submitted,7,0.007548600000000001,0,False
django__django-13925,django/django,72b,yes,Submitted,26,0.14729168000000004,0,False
django__django-14017,django/django,72b,yes,Submitted,3,0.0032229600000000004,473,True
django__django-14155,django/django,72b,yes,Submitted,18,0.03363483999999999,4569,True
django__django-14238,django/django,72b,yes,Submitted,6,0.011678639999999999,660,True
django__django-14382,django/django,72b,yes,Submitted,6,0.00689576,708,True
django__django-14534,django/django,72b,yes,Submitted,14,0.0347562,0,False
django__django-14580,django/django,72b,yes,Submitted,23,0.11462916,0,False
django__django-14608,django/django,72b,yes,Submitted,13,0.02517836,491,True
django__django-14787,django/django,72b,yes,Submitted,11,0.02968196,606,True
django__django-14999,django/django,72b,yes,Submitted,9,0.02552652,10968,True
django__django-15061,django/django,72b,yes,Submitted,13,0.022112679999999996,0,False
django__django-15202,django/django,72b,yes,Submitted,20,0.06884091999999999,509,True
django__django-15252,django/django,72b,yes,Submitted,34,0.12288911999999999,1096,True
django__django-15347,django/django,72b,yes,Submitted,12,0.02881876,711,True
django__django-15400,django/django,72b,yes,Submitted,8,0.010528119999999998,461,True
django__django-15498,django/django,72b,yes,Submitted,22,0.0621868,698,True
django__django-15695,django/django,72b,yes,Submitted,8,0.020031479999999997,19094,True
django__django-15781,django/django,72b,yes,Submitted,26,0.09917528,950,True
django__django-15814,django/django,72b,yes,Submitted,14,0.03424144,642,True
django__django-15819,django/django,72b,yes,Submitted,8,0.02633832,526,True
django__django-15851,django/django,72b,yes,Submitted,21,0.08867623999999999,582,True
django__django-15902,django/django,72b,yes,Submitted,10,0.02516084,1650,True
django__django-16046,django/django,72b,yes,Submitted,9,0.01153668,561,True
django__django-16139,django/django,72b,yes,Submitted,10,0.00971864,703,True
django__django-16229,django/django,72b,yes,Submitted,19,0.048524319999999996,1056,True
django__django-16255,django/django,72b,yes,Submitted,9,0.01355236,524,True
django__django-16379,django/django,72b,yes,Submitted,4,0.00354336,958,True
django__django-16527,django/django,72b,yes,Submitted,5,0.00417164,608,True
django__django-16595,django/django,72b,yes,Submitted,14,0.02459356,2145,True
django__django-16820,django/django,72b,yes,Submitted,25,0.09270456000000002,0,False
django__django-16873,django/django,72b,yes,Submitted,3,0.0027391200000000003,595,True
django__django-16910,django/django,72b,yes,Submitted,32,0.21200179999999996,586,True
django__django-17087,django/django,72b,yes,Submitted,23,0.08436536,0,False
matplotlib__matplotlib-18869,matplotlib/matplotlib,72b,yes,Submitted,13,0.04176104,2702,True
mwaskom__seaborn-3190,mwaskom/seaborn,72b,yes,Submitted,21,0.0545488,686,True
pallets__flask-4992,pallets/flask,72b,yes,Submitted,4,0.00331856,0,False
pallets__flask-5063,pallets/flask,72b,yes,Submitted,8,0.012691000000000001,0,False
psf__requests-1963,psf/requests,72b,yes,Submitted,4,0.00364348,485,True
psf__requests-2148,psf/requests,72b,yes,Submitted,17,0.05131636,0,False
psf__requests-2317,psf/requests,72b,yes,Submitted,7,0.01017008,435,True
psf__requests-2674,psf/requests,72b,yes,Submitted,8,0.02928404,543,True
psf__requests-863,psf/requests,72b,yes,Submitted,8,0.015009039999999998,460,True
pydata__xarray-3364,pydata/xarray,72b,yes,Submitted,14,0.05407179999999999,308,True
django__django-11099,django/django,72b,yes,TimeExceeded,39,0.171701,0,False
django__django-15320,django/django,72b,yes,TimeExceeded,32,0.13529716,0,False
django__django-14855,django/django,7b,NEVER_RAN,,,,0,False
django__django-14915,django/django,7b,NEVER_RAN,,,,0,False
django__django-14997,django/django,7b,NEVER_RAN,,,,0,False
django__django-14999,django/django,7b,NEVER_RAN,,,,0,False
django__django-15061,django/django,7b,NEVER_RAN,,,,0,False
django__django-15202,django/django,7b,NEVER_RAN,,,,0,False
django__django-15213,django/django,7b,NEVER_RAN,,,,0,False
django__django-15252,django/django,7b,NEVER_RAN,,,,0,False
django__django-15320,django/django,7b,NEVER_RAN,,,,0,False
django__django-15347,django/django,7b,NEVER_RAN,,,,0,False
django__django-15388,django/django,7b,NEVER_RAN,,,,0,False
django__django-15400,django/django,7b,NEVER_RAN,,,,0,False
django__django-15498,django/django,7b,NEVER_RAN,,,,0,False
django__django-15695,django/django,7b,NEVER_RAN,,,,0,False
django__django-15738,django/django,7b,NEVER_RAN,,,,0,False
django__django-15781,django/django,7b,NEVER_RAN,,,,0,False
django__django-15789,django/django,7b,NEVER_RAN,,,,0,False
django__django-15790,django/django,7b,NEVER_RAN,,,,0,False
django__django-15814,django/django,7b,NEVER_RAN,,,,0,False
django__django-15819,django/django,7b,NEVER_RAN,,,,0,False
django__django-15851,django/django,7b,NEVER_RAN,,,,0,False
django__django-15902,django/django,7b,NEVER_RAN,,,,0,False
django__django-15996,django/django,7b,NEVER_RAN,,,,0,False
django__django-16041,django/django,7b,NEVER_RAN,,,,0,False
django__django-16046,django/django,7b,NEVER_RAN,,,,0,False
django__django-16139,django/django,7b,NEVER_RAN,,,,0,False
django__django-16229,django/django,7b,NEVER_RAN,,,,0,False
django__django-16255,django/django,7b,NEVER_RAN,,,,0,False
django__django-16379,django/django,7b,NEVER_RAN,,,,0,False
django__django-16400,django/django,7b,NEVER_RAN,,,,0,False
django__django-16408,django/django,7b,NEVER_RAN,,,,0,False
django__django-16527,django/django,7b,NEVER_RAN,,,,0,False
django__django-16595,django/django,7b,NEVER_RAN,,,,0,False
django__django-16816,django/django,7b,NEVER_RAN,,,,0,False
django__django-16820,django/django,7b,NEVER_RAN,,,,0,False
django__django-16873,django/django,7b,NEVER_RAN,,,,0,False
django__django-16910,django/django,7b,NEVER_RAN,,,,0,False
django__django-17051,django/django,7b,NEVER_RAN,,,,0,False
django__django-17087,django/django,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-18869,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-22711,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-22835,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-23299,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-23314,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-23476,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-23562,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-23563,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-23913,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-23964,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-23987,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
